a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
MAX REWD: 1.2167999999999997 REWD_ID: 0,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,0,
c,0,
;,6105.340775831105,
+,1.7211516666666669,
<,1.1671111111111112,
>,0.4605179264782624,
ENTR,0.1,
REW,1.2167999999999997,
lr,0.0002,
a,-0.5501568,
c,0.030755859,
;,9009.148325788632,
+,-1.2652057407407407,
<,1.7606666666666666,
>,-0.17763698488778162,
ENTR,0.09924104809761047,
REW,-0.8305166666666665,
lr,0.0002,
a,-0.6675331,
c,0.02712686,
;,7902.999816444305,
+,-0.3779953703703701,
<,1.426711111111111,
>,0.06469480544475005,
ENTR,0.0981709286570549,
REW,-0.20111666666666647,
lr,0.0002,
a,-0.6904306,
c,0.020348541,
;,7183.251883269285,
+,0.8403120370370373,
<,1.4247777777777777,
>,0.24726280243130946,
ENTR,0.09708389639854431,
REW,0.6030333333333331,
lr,0.0002,
a,-0.74012387,
c,0.018460628,
;,6802.805859326741,
+,1.2058992592592592,
<,1.321,
>,0.3304850150644827,
ENTR,0.09603742510080338,
REW,0.8554166666666666,
lr,0.0002,
a,-0.7585915,
c,0.030995946,
;,5376.787656613064,
+,1.704531851851852,
<,1.21305,
>,0.6520452526896802,
ENTR,0.09497487545013428,
REW,1.283366666666666,
lr,0.0002,
MAX REWD: 1.283366666666666 REWD_ID: 1,
a,-0.7987645,
c,0.03433068,
;,5414.298729994766,
+,1.7200233333333332,
<,1.1671111111111112,
>,0.6770606645828086,
ENTR,0.09395395964384079,
REW,1.302716666666666,
lr,0.0002,
MAX REWD: 1.302716666666666 REWD_ID: 2,
a,-0.86075354,
c,0.033450626,
;,5108.257012463667,
+,1.7710533333333334,
<,1.1671111111111112,
>,0.7565941355219259,
ENTR,0.09291940182447433,
REW,1.3650999999999995,
lr,0.0002,
MAX REWD: 1.3650999999999995 REWD_ID: 3,
a,-0.8774224,
c,0.032236308,
;,5059.907025168894,
+,1.7604149999999998,
<,1.1671111111111112,
>,0.7910832751831548,
ENTR,0.09192592650651932,
REW,1.3728666666666662,
lr,0.0002,
MAX REWD: 1.3728666666666662 REWD_ID: 4,
a,-0.92557913,
c,0.021450516,
;,5041.88581024028,
+,1.7749364814814816,
<,1.1383333333333334,
>,0.7918664517449888,
ENTR,0.09092053025960922,
REW,1.3816999999999993,
lr,0.0002,
MAX REWD: 1.3816999999999993 REWD_ID: 5,
a,-0.93077415,
c,0.033942223,
;,5093.738226896445,
+,2.011845740740741,
<,1.08295,
>,0.772360553544462,
ENTR,0.08995642513036728,
REW,1.5160833333333328,
lr,0.0002,
MAX REWD: 1.5160833333333328 REWD_ID: 6,
a,-0.9680672,
c,0.051137075,
;,5474.724072940066,
+,2.0249516666666665,
<,1.08295,
>,0.6784197024176071,
ENTR,0.08898086845874786,
REW,1.4863499999999992,
lr,0.0002,
a,-0.9498018,
c,0.05626928,
;,5117.985876484529,
+,2.0953046296296294,
<,1.08295,
>,0.7754807368455249,
ENTR,0.08804524689912796,
REW,1.5670499999999996,
lr,0.0002,
MAX REWD: 1.5670499999999996 REWD_ID: 7,
a,-1.0170106,
c,0.046417944,
;,5084.743567482431,
+,1.9500135185185186,
<,1.08295,
>,0.7686424053899213,
ENTR,0.08709146827459335,
REW,1.4775666666666658,
lr,0.0002,
a,-1.034277,
c,0.032225937,
;,4983.840621098263,
+,2.0483927777777775,
<,1.08295,
>,0.7983945117314453,
ENTR,0.08617478609085083,
REW,1.5482999999999996,
